# FinnWordNet	fin	http://www.ling.helsinki.fi/en/lt/research/finnwordnet/	CC BY 3.0 
00001740-a	lemma	kykenevä
00001740-a	lemma	pystyvä
00001740-a	lemma	taitava
00001740-n	lemma	entiteetti
00001740-n	lemma	kokonaisuus
00001740-r	lemma	a cappella
00001740-v	lemma	hengittää
00001740-v	lemma	henkäistä
00001740-v	lemma	respiroida
00001837-r	lemma	jälkeen Kristuksen
00001930-n	lemma	fyysinen entiteetti
00001981-r	lemma	J.A.A.
00001981-r	lemma	JAA
00001981-r	lemma	jälkeen ajanlaskun alun
00002098-a	lemma	kyvytön
00002137-n	lemma	abstrahointi
00002137-n	lemma	abstrakti entiteetti
00002137-n	lemma	käsitteellistäminen
00002142-r	lemma	ennen Kristuksen syntymää
00002296-r	lemma	e.a.a.
00002296-r	lemma	eaa
00002312-a	lemma	abaksiaalinen
00002312-a	lemma	selänpuoleinen
00002325-v	lemma	hengittää
00002436-r	lemma	hevosen selässä
00002436-r	lemma	ratsailla
00002436-r	lemma	ratsain
00002452-n	lemma	esine
00002527-a	lemma	adaksiaalinen
00002527-a	lemma	ventraalinen
00002573-v	lemma	hengähtää helpotuksesta
00002621-r	lemma	hädin tuskin
00002621-r	lemma	juuri ja juuri
00002621-r	lemma	nipin napin
00002621-r	lemma	niukasti
00002621-r	lemma	vaivoin
00002684-n	lemma	esine
00002684-n	lemma	fyysinen esine
00002724-v	lemma	tukahtua
00002730-a	lemma	akroskooppinen
00002843-a	lemma	tyvi-
00002942-v	lemma	saada hyperventilaatiokohtaus
00002950-r	lemma	juuri
00002950-r	lemma	parhaillaan
00002956-a	lemma	loitontava
00003093-r	lemma	hädin tuskin
00003093-r	lemma	tuskin
00003131-a	lemma	adduktiivinen
00003131-a	lemma	lähentävä
00003133-v	lemma	aiheuttaa hyperventilaatiokohtaus
00003294-r	lemma	anisotrooppisesti
00003316-v	lemma	aspiroida
00003356-a	lemma	orastava
00003380-r	lemma	ärsyttävästi
00003431-v	lemma	röyhtäistä
00003483-r	lemma	pohjimmiltaan
00003553-a	lemma	nouseva
00003553-a	lemma	uusi
00003553-n	lemma	kokonaisuus
00003662-v	lemma	pakottaa ulos
00003700-a	lemma	lohkeava
00003771-r	lemma	siunatusti
00003826-v	lemma	hikata
00003826-v	lemma	nikotella
00003829-a	lemma	synnyttävä
00003846-r	lemma	raivoisan
00003925-r	lemma	kadehdittavan
00003939-a	lemma	kuoleva
00003993-n	lemma	samanlainen
00004032-v	lemma	huokailla
00004032-v	lemma	huokaista
00004038-r	lemma	selvästi
00004171-a	lemma	kuolemaisillaan oleva
00004184-r	lemma	kielteisesti
00004227-v	lemma	hengittää ulos
00004258-n	lemma	elävä olio
00004288-r	lemma	kielteisesti
00004296-a	lemma	viimeinen
00004394-r	lemma	ystävällisesti
00004413-a	lemma	lyhennetty
00004475-n	lemma	eliö
00004475-n	lemma	olento
00004492-v	lemma	pidätellä
00004567-r	lemma	epäystävällisesti
00004567-r	lemma	tylysti
00004605-v	lemma	hengittää ulos
00004605-v	lemma	kantautua jostakin
00004605-v	lemma	kulkeutua jostakin
00004605-v	lemma	levittää
00004605-v	lemma	levitä
00004605-v	lemma	levitä jostakin
00004605-v	lemma	päästää ulos
00004605-v	lemma	säteillä jostakin
00004615-a	lemma	lyhennetty
00004615-a	lemma	saksittu
00004722-r	lemma	ainoastaan
00004722-r	lemma	pelkästään
00004722-r	lemma	vain
00004722-r	lemma	yksinkertaisesti
00004723-a	lemma	puoleen lyhennetty
00004817-a	lemma	lyhennetty
00004819-v	lemma	aivastaa
