# Romanian Wordnet	ron	http://www.racai.ro/tools/text/rowordnet-visualizer/	CC BY SA 
00001740-a	ron:def	0	(Urmat de determinări introduse prin prep. " de ") Care este în stare, care are posibilitatea de a săvârși ceva
00001740-a	ron:lemma	abil
00001740-n	ron:def	0	Conținut de sine stătător, existență determinată (ca întindere, importantă, valoare etc.)
00001740-n	ron:lemma	entitate
00001740-v	ron:def	0	A introduce în plămâni, prin inspirație, aer și a da afară, prin expirație, bioxidul de carbon și vaporii de apă rezultați din arderile care au loc în organism
00001740-v	ron:lemma	respira
00001740-v	ron:lemma	răsufla
00001837-r	ron:def	0	După nașterea lui Iisus Cristos
00001837-r	ron:lemma	D.C.
00001837-r	ron:lemma	D.H.
00001837-r	ron:lemma	DupăCristos
00001837-r	ron:lemma	DupăHristos
00001837-r	ron:lemma	e.n.
00001837-r	ron:lemma	eranoastră
00002098-a	ron:def	0	Care nu este capabil să facă ceva
00002098-a	ron:lemma	incapabil
00002098-a	ron:lemma	nepriceput
00002137-n	ron:def	0	Operație a gândirii prin care se desprind și se rețin unele dintre caracteristicile și relațiile esențiale ale obiectului cercetării; abstracție
00002137-n	ron:lemma	abstractizare
00002142-r	ron:def	0	Înainte de nașterea lui Cristor
00002142-r	ron:lemma	Î.C.
00002142-r	ron:lemma	Î.H.
00002142-r	ron:lemma	ÎnaintedeCristos
00002142-r	ron:lemma	ÎnaintedeHristos
00002142-r	ron:lemma	î.e.n.
00002142-r	ron:lemma	înainteaereinoastre
00002325-v	ron:def	0	A realiza actul metabolic al respirației
00002325-v	ron:lemma	respira
00002436-r	ron:def	0	Pe spinarea unui cal
00002436-r	ron:lemma	călare
00002436-r	ron:lemma	încălecat
00002452-n	ron:def	0	Tot ceea ce există (în afară de ființe) și care este conceput ca o unitate de sine stătătoare
00002452-n	ron:lemma	lucru
00002573-v	ron:def	0	A-și reveni după o emoție, după o grijă, o apăsare, după un efort fizic, a simți o ușurare după o stare de încordare.
00002573-v	ron:lemma	răsufla
00002621-r	ron:def	0	Cu greu, cu greutate
00002621-r	ron:lemma	abia
00002621-r	ron:lemma	anevoie
00002684-n	ron:def	0	Tot ceea ce există, în afară de ființe
00002684-n	ron:lemma	lucru
00002684-n	ron:lemma	obiect
00002684-n	ron:lemma	obiectfizic
00002724-v	ron:def	0	a respira greu, ca atunci când te încearcă o emoție puternică
00002724-v	ron:lemma	[se] îneca
00003093-r	ron:def	0	Expresie : Nu (sau nici) prea = nu chiar, nu tocmai, nu foarte
00003093-r	ron:lemma	prea
00003131-a	ron:def	0	(despre mușchi) care produce aducție
00003131-a	ron:lemma	aductor
00003133-v	ron:def	0	a produce hiperventilație
00003133-v	ron:lemma	hiperventila
00003294-r	ron:def	0	De o manieră anisotopică
00003294-r	ron:lemma	anisotopic
00003316-v	ron:def	0	a trage aer
00003316-v	ron:lemma	aspira
00003380-r	ron:def	0	De o manieră supărătoare
00003380-r	ron:lemma	supărător
00003431-v	ron:def	0	A scoate pe gât un zgomot caracteristic, provocat de eliminarea gazelor din stomac.
00003431-v	ron:lemma	eructa
00003431-v	ron:lemma	râgâi
00003483-r	ron:def	0	de bază, de prim ordin
00003483-r	ron:lemma	esențial
00003483-r	ron:lemma	fundamental
00003553-n	ron:def	0	ansamblu de părți privite ca o singură entitate
00003553-n	ron:lemma	ansamblu
00003553-n	ron:lemma	tot
00003553-n	ron:lemma	totalitate
00003553-n	ron:lemma	întreg
00003826-v	ron:def	0	A avea contracții bruște și convulsive ale diafragmei, însoțite de un zgomot nearticulat, cauzate de trecerea aerului prin glotă
00003826-v	ron:lemma	sughița
00003846-r	ron:def	0	Extrem de
00003846-r	ron:lemma	fierbând
00003925-r	ron:def	0	De o manieră demnă de invidiat
00003925-r	ron:lemma	demndeinvidiat
00004032-v	ron:def	0	A scoate un oftat; a ofta (adânc sau din greu).
00004032-v	ron:lemma	ofta
00004032-v	ron:lemma	suspina
00004038-r	ron:def	0	De așa manieră încât să facă ceva evident
00004038-r	ron:lemma	înmodsubliniat
00004171-a	ron:def	0	(despre ființe) Care trage să moară, pe moarte, în agonie
00004171-a	ron:lemma	muribund
00004184-r	ron:def	0	Într-un mod negativ
00004184-r	ron:lemma	negativ
00004227-v	ron:def	0	A elimina din plămâni aerul (în procesul respirației).
00004227-v	ron:lemma	expira
00004258-n	ron:def	0	Tot ceea ce are (sau a avut) viață.
00004258-n	ron:lemma	creatură
00004258-n	ron:lemma	ființă
00004258-n	ron:lemma	făptură
00004258-n	ron:lemma	vietate
00004258-n	ron:lemma	viețuitoare
00004288-r	ron:def	0	De o manieră negativă
00004288-r	ron:lemma	negativ
00004288-r	ron:lemma	rău
00004394-r	ron:def	0	cu amabilitate
00004394-r	ron:lemma	amabil
00004475-n	ron:def	0	O entitate vie care are) sau își poate dezvolta) abilitatea de a acționa sau funcționa independent.
00004475-n	ron:lemma	ființă
00004475-n	ron:lemma	organism
00004492-v	ron:def	0	a nu mai inspira și expira
00004492-v	ron:lemma	ține
00004567-r	ron:def	0	De o manieră care nu este frumoasă
00004567-r	ron:lemma	urât
00004605-v	ron:def	0	a împrăștia (respirație sau miros)
00004605-v	ron:lemma	degaja
00004605-v	ron:lemma	emana
00004605-v	ron:lemma	exala
00004605-v	ron:lemma	scoate
00004615-a	ron:def	0	(Despre texte, filme etc.) Din care s-a suprimat o parte.
00004615-a	ron:lemma	scurtat
00004615-a	ron:lemma	tăiat
00004722-r	ron:def	0	(Exprimă ideea unei delimitări sau restricții) și nimic mai mult
00004722-r	ron:lemma	doar
00004722-r	ron:lemma	numai
